Risk Factor,Early Completion Dates,Project Result,Actual duration
1.0,"[0, 11, 16, 16, 15, 20, 27, 29, 26, 36, 43, 40]",Successful,378
1.0,"[0, 12, 18, 18, 14, 22, 27, 29, 27, 37, 44, 40]",Successful,364
1.4,"[0, 18, 25, 25, 23, 30, 38, 42, 37, 53, 57, 57]",Acceptable,422
1.0,"[0, 7, 13, 12, 10, 18, 25, 28, 23, 34, 39, 38]",Successful,348
1.2,"[0, 11, 17, 20, 16, 25, 32, 35, 29, 46, 53, 51]",Acceptable,395
1.0,"[0, 12, 20, 19, 17, 24, 30, 32, 31, 39, 46, 44]",Successful,385
1.0,"[0, 14, 20, 20, 19, 24, 32, 36, 30, 45, 50, 49]",Successful,364
1.0,"[0, 11, 19, 15, 14, 21, 27, 29, 26, 39, 45, 44]",Successful,357
1.0,"[0, 13, 18, 18, 18, 23, 27, 29, 28, 37, 44, 40]",Successful,370
1.4,"[0, 14, 22, 22, 20, 27, 35, 38, 33, 43, 52, 47]",Acceptable,425
1.4,"[0, 16, 24, 22, 21, 30, 36, 38, 37, 46, 54, 51]",Acceptable,418
1.4,"[0, 14, 22, 21, 17, 26, 34, 32, 34, 42, 49, 46]",Failed,436
1.0,"[0, 15, 22, 22, 19, 26, 31, 34, 30, 40, 46, 45]",Acceptable,398
1.4,"[0, 15, 23, 18, 19, 29, 38, 34, 37, 44, 52, 49]",Acceptable,415
0.8,"[0, 15, 20, 18, 18, 24, 29, 32, 29, 40, 46, 45]",Successful,373
0.8,"[0, 10, 17, 17, 13, 20, 28, 30, 27, 35, 41, 38]",Successful,367
0.8,"[0, 16, 22, 22, 21, 25, 32, 37, 30, 48, 54, 52]",Successful,363
1.2,"[0, 10, 15, 18, 15, 22, 30, 30, 27, 39, 44, 43]",Acceptable,405
1.2,"[0, 15, 22, 21, 21, 25, 31, 34, 31, 43, 47, 46]",Successful,389
0.8,"[0, 14, 19, 18, 19, 23, 29, 32, 31, 42, 48, 44]",Successful,338
1.4,"[0, 11, 17, 19, 16, 23, 27, 31, 27, 42, 48, 48]",Acceptable,420
1.0,"[0, 13, 18, 21, 17, 25, 30, 32, 31, 40, 45, 43]",Successful,366
1.4,"[0, 12, 19, 20, 17, 24, 32, 30, 32, 43, 51, 49]",Failed,442
0.8,"[0, 14, 19, 19, 19, 24, 31, 32, 28, 41, 46, 44]",Successful,365
1.4,"[0, 8, 14, 11, 11, 18, 24, 28, 23, 39, 44, 44]",Acceptable,415
1.2,"[0, 13, 20, 17, 18, 23, 30, 32, 32, 40, 45, 44]",Acceptable,408
0.8,"[0, 11, 18, 16, 15, 21, 28, 27, 28, 35, 40, 39]",Successful,333
0.8,"[0, 14, 18, 19, 17, 22, 28, 30, 27, 36, 40, 39]",Successful,335
0.8,"[0, 13, 21, 19, 16, 26, 33, 36, 34, 46, 54, 50]",Successful,376
0.8,"[0, 12, 16, 15, 17, 20, 27, 27, 27, 33, 39, 36]",Successful,354
1.4,"[0, 13, 21, 21, 19, 26, 34, 35, 32, 45, 51, 48]",Acceptable,406
1.2,"[0, 16, 22, 22, 20, 26, 30, 35, 31, 42, 47, 47]",Successful,386
1.0,"[0, 13, 18, 17, 17, 22, 28, 31, 30, 41, 47, 46]",Successful,367
1.4,"[0, 11, 19, 15, 16, 24, 31, 32, 32, 39, 48, 42]",Failed,443
1.4,"[0, 17, 22, 23, 22, 28, 34, 39, 35, 48, 55, 52]",Failed,456
1.2,"[0, 15, 21, 22, 18, 27, 35, 37, 34, 45, 50, 51]",Acceptable,399
0.8,"[0, 10, 15, 16, 13, 20, 27, 28, 28, 39, 44, 44]",Successful,361
0.8,"[0, 10, 17, 18, 13, 22, 28, 29, 26, 34, 42, 39]",Successful,378
0.8,"[0, 7, 13, 12, 11, 17, 21, 25, 21, 34, 38, 38]",Successful,328
1.0,"[0, 17, 25, 23, 19, 27, 35, 36, 33, 45, 51, 50]",Successful,383
1.4,"[0, 15, 20, 23, 21, 27, 34, 36, 35, 47, 56, 53]",Failed,428
1.4,"[0, 11, 17, 19, 17, 23, 30, 34, 30, 43, 51, 48]",Acceptable,422
1.4,"[0, 17, 24, 26, 21, 30, 37, 38, 38, 44, 50, 47]",Acceptable,400
1.0,"[0, 11, 17, 17, 15, 22, 27, 29, 30, 36, 43, 40]",Successful,356
1.2,"[0, 15, 20, 22, 20, 26, 31, 32, 31, 42, 49, 44]",Acceptable,426
0.8,"[0, 11, 17, 17, 15, 21, 27, 30, 25, 38, 42, 41]",Successful,345
1.2,"[0, 14, 21, 19, 19, 25, 31, 35, 32, 46, 53, 50]",Acceptable,415
1.2,"[0, 14, 22, 20, 18, 26, 33, 36, 32, 46, 52, 49]",Acceptable,398
0.8,"[0, 12, 17, 17, 16, 22, 28, 31, 26, 38, 44, 42]",Successful,347
1.4,"[0, 16, 24, 22, 19, 29, 36, 39, 35, 49, 56, 53]",Acceptable,403
1.2,"[0, 9, 17, 16, 12, 22, 30, 33, 29, 42, 48, 47]",Acceptable,399
1.0,"[0, 14, 21, 20, 18, 25, 31, 31, 30, 42, 48, 46]",Successful,378
1.0,"[0, 14, 21, 20, 19, 24, 29, 30, 31, 36, 42, 39]",Successful,368
1.2,"[0, 16, 23, 24, 20, 29, 36, 37, 35, 45, 52, 49]",Successful,389
0.8,"[0, 10, 15, 14, 13, 18, 26, 28, 25, 35, 40, 38]",Successful,342
1.0,"[0, 10, 17, 16, 14, 20, 26, 31, 26, 42, 45, 45]",Successful,389
0.8,"[0, 10, 16, 15, 14, 20, 24, 26, 25, 33, 39, 35]",Successful,361
0.8,"[0, 16, 23, 21, 19, 26, 29, 36, 31, 44, 50, 49]",Successful,358
1.2,"[0, 10, 16, 14, 15, 21, 28, 30, 29, 40, 48, 43]",Acceptable,423
1.4,"[0, 13, 20, 19, 19, 25, 29, 35, 33, 44, 52, 48]",Failed,442
1.2,"[0, 12, 19, 20, 17, 25, 33, 33, 32, 39, 44, 44]",Acceptable,406
1.0,"[0, 12, 18, 19, 16, 22, 29, 33, 31, 42, 48, 46]",Successful,387
0.8,"[0, 9, 14, 14, 12, 18, 23, 24, 23, 31, 36, 34]",Successful,340
1.0,"[0, 10, 17, 17, 13, 21, 28, 32, 26, 43, 48, 46]",Successful,383
1.4,"[0, 9, 18, 15, 14, 23, 30, 34, 30, 45, 50, 49]",Acceptable,421
1.4,"[0, 6, 13, 14, 9, 17, 23, 28, 25, 39, 45, 43]",Failed,433
1.0,"[0, 15, 21, 21, 20, 26, 32, 33, 32, 39, 45, 44]",Successful,370
1.4,"[0, 17, 22, 24, 20, 27, 31, 35, 34, 45, 51, 51]",Acceptable,426
0.8,"[0, 13, 18, 20, 15, 25, 30, 32, 31, 41, 48, 45]",Successful,364
1.0,"[0, 10, 16, 15, 15, 21, 26, 30, 26, 35, 42, 39]",Successful,362
1.2,"[0, 9, 16, 17, 14, 22, 28, 27, 29, 39, 46, 43]",Acceptable,405
0.8,"[0, 8, 12, 12, 11, 14, 20, 21, 23, 31, 37, 35]",Successful,370
1.0,"[0, 16, 21, 21, 19, 27, 34, 34, 31, 39, 43, 43]",Successful,374
1.2,"[0, 18, 26, 24, 23, 31, 38, 40, 39, 50, 55, 53]",Acceptable,419
0.8,"[0, 11, 17, 15, 14, 21, 27, 29, 27, 34, 41, 39]",Successful,335
1.4,"[0, 13, 19, 20, 18, 25, 34, 31, 32, 44, 51, 49]",Failed,428
1.0,"[0, 13, 19, 20, 17, 25, 31, 30, 32, 40, 48, 44]",Successful,373
1.2,"[0, 9, 14, 15, 13, 20, 27, 29, 26, 39, 45, 43]",Successful,383
1.4,"[0, 15, 20, 23, 19, 28, 34, 38, 35, 44, 52, 48]",Failed,446
1.4,"[0, 10, 14, 15, 15, 19, 27, 27, 26, 35, 41, 39]",Acceptable,410
1.2,"[0, 10, 15, 18, 14, 20, 24, 29, 27, 36, 44, 40]",Acceptable,409
1.0,"[0, 11, 16, 16, 14, 22, 31, 30, 27, 39, 46, 42]",Acceptable,393
1.2,"[0, 15, 22, 19, 19, 25, 30, 33, 32, 39, 47, 44]",Acceptable,420
0.8,"[0, 13, 18, 18, 16, 22, 28, 30, 30, 39, 46, 44]",Successful,365
1.4,"[0, 9, 15, 14, 13, 20, 28, 29, 28, 36, 43, 40]",Acceptable,421
0.8,"[0, 7, 12, 11, 10, 15, 19, 21, 21, 28, 34, 31]",Successful,348
1.0,"[0, 12, 16, 17, 16, 21, 28, 28, 27, 35, 39, 39]",Acceptable,396
1.4,"[0, 16, 21, 24, 22, 30, 38, 38, 38, 50, 58, 55]",Failed,433
1.0,"[0, 12, 17, 20, 17, 23, 27, 30, 29, 39, 44, 43]",Successful,347
1.0,"[0, 12, 18, 17, 15, 22, 28, 32, 30, 37, 42, 42]",Successful,383
1.2,"[0, 12, 18, 19, 16, 24, 28, 29, 31, 37, 44, 41]",Successful,388
1.0,"[0, 8, 14, 15, 12, 21, 28, 27, 29, 38, 43, 43]",Successful,355
1.0,"[0, 9, 13, 14, 12, 18, 24, 25, 25, 36, 41, 42]",Successful,345
1.2,"[0, 16, 22, 23, 20, 26, 31, 36, 35, 43, 50, 46]",Acceptable,409
1.0,"[0, 12, 20, 16, 14, 25, 29, 31, 31, 36, 45, 39]",Successful,374
1.4,"[0, 14, 21, 21, 18, 26, 31, 35, 35, 40, 47, 42]",Acceptable,417
0.8,"[0, 12, 17, 17, 15, 20, 24, 26, 29, 35, 42, 38]",Successful,344
0.8,"[0, 9, 13, 15, 12, 18, 25, 25, 25, 31, 36, 35]",Successful,341
1.0,"[0, 9, 13, 15, 13, 19, 23, 28, 24, 37, 44, 39]",Successful,353
1.4,"[0, 17, 23, 25, 21, 28, 36, 38, 34, 47, 53, 53]",Failed,461
1.4,"[0, 16, 24, 23, 22, 28, 33, 39, 34, 51, 59, 56]",Acceptable,414
1.4,"[0, 13, 17, 19, 18, 24, 28, 33, 33, 41, 49, 45]",Failed,435
1.4,"[0, 14, 19, 21, 18, 27, 35, 37, 33, 46, 54, 51]",Acceptable,422
1.0,"[0, 10, 16, 15, 14, 21, 29, 31, 25, 38, 44, 42]",Successful,383
0.8,"[0, 16, 22, 22, 20, 26, 31, 32, 30, 44, 51, 48]",Successful,357
1.2,"[0, 15, 21, 21, 20, 25, 33, 34, 31, 44, 50, 48]",Acceptable,409
1.4,"[0, 13, 18, 19, 17, 24, 31, 33, 32, 44, 50, 49]",Failed,441
1.4,"[0, 15, 24, 22, 20, 28, 35, 39, 34, 50, 57, 54]",Acceptable,403
1.4,"[0, 14, 22, 21, 19, 26, 31, 34, 32, 45, 50, 50]",Acceptable,411
1.2,"[0, 11, 19, 19, 16, 24, 29, 35, 32, 43, 50, 46]",Successful,378
1.4,"[0, 16, 23, 23, 21, 27, 34, 37, 35, 45, 53, 49]",Acceptable,422
1.0,"[0, 9, 14, 16, 13, 21, 27, 28, 26, 36, 41, 42]",Successful,370
0.8,"[0, 8, 11, 15, 11, 20, 24, 29, 29, 38, 46, 40]",Successful,355
1.4,"[0, 15, 24, 22, 18, 29, 34, 35, 37, 48, 53, 54]",Failed,439
1.4,"[0, 16, 20, 22, 19, 27, 35, 33, 34, 45, 50, 49]",Acceptable,425
1.2,"[0, 16, 21, 22, 20, 26, 33, 36, 35, 45, 52, 49]",Acceptable,422
1.0,"[0, 7, 14, 12, 11, 16, 22, 24, 19, 33, 38, 37]",Successful,366
0.8,"[0, 9, 14, 13, 13, 17, 25, 27, 21, 37, 44, 42]",Successful,367
1.0,"[0, 11, 16, 16, 17, 21, 25, 32, 28, 40, 46, 44]",Successful,369
1.2,"[0, 14, 21, 20, 19, 25, 31, 31, 30, 38, 45, 43]",Acceptable,418
1.4,"[0, 15, 22, 22, 20, 26, 32, 35, 33, 42, 46, 47]",Acceptable,400
1.2,"[0, 11, 17, 18, 17, 23, 30, 32, 30, 40, 45, 43]",Successful,373
1.2,"[0, 8, 12, 15, 11, 20, 26, 27, 28, 38, 44, 41]",Successful,373
1.0,"[0, 12, 18, 20, 18, 25, 30, 36, 33, 47, 51, 50]",Successful,368
1.2,"[0, 15, 20, 20, 21, 25, 31, 32, 31, 41, 49, 46]",Acceptable,400
1.2,"[0, 10, 17, 15, 12, 22, 30, 30, 29, 40, 45, 43]",Acceptable,420
1.0,"[0, 8, 15, 17, 12, 21, 28, 29, 28, 38, 44, 42]",Successful,374
1.0,"[0, 11, 18, 16, 15, 22, 29, 30, 28, 36, 42, 40]",Successful,359
0.8,"[0, 16, 21, 20, 19, 26, 30, 34, 32, 41, 45, 46]",Successful,350
1.4,"[0, 11, 18, 19, 16, 24, 31, 32, 31, 43, 51, 48]",Acceptable,417
0.8,"[0, 9, 13, 14, 13, 17, 23, 22, 23, 32, 38, 35]",Successful,342
0.8,"[0, 10, 14, 18, 13, 21, 27, 30, 25, 38, 45, 41]",Successful,362
0.8,"[0, 12, 16, 16, 16, 19, 24, 27, 24, 33, 39, 36]",Successful,377
0.8,"[0, 8, 14, 15, 12, 19, 26, 25, 25, 36, 42, 41]",Successful,347
1.2,"[0, 13, 18, 21, 17, 23, 30, 33, 29, 42, 50, 45]",Acceptable,409
1.2,"[0, 15, 21, 23, 20, 27, 34, 35, 31, 43, 47, 48]",Acceptable,395
1.4,"[0, 12, 18, 20, 16, 24, 32, 36, 32, 42, 47, 44]",Failed,430
0.8,"[0, 14, 21, 22, 19, 27, 32, 34, 34, 40, 47, 45]",Successful,345
1.4,"[0, 15, 22, 22, 20, 26, 31, 36, 33, 45, 53, 51]",Acceptable,424
1.0,"[0, 15, 20, 21, 21, 24, 29, 30, 29, 40, 46, 43]",Acceptable,408
0.8,"[0, 8, 14, 14, 11, 17, 22, 25, 21, 33, 40, 37]",Successful,367
1.4,"[0, 14, 22, 21, 18, 27, 35, 33, 32, 43, 49, 45]",Failed,431
1.2,"[0, 13, 21, 21, 18, 26, 31, 36, 32, 43, 48, 47]",Acceptable,407
1.4,"[0, 16, 24, 24, 21, 27, 32, 37, 35, 45, 53, 50]",Acceptable,426
0.8,"[0, 13, 18, 18, 18, 22, 29, 32, 29, 40, 45, 44]",Successful,327
0.8,"[0, 10, 14, 17, 14, 20, 26, 26, 25, 35, 39, 38]",Successful,347
0.8,"[0, 12, 16, 19, 17, 22, 27, 29, 27, 34, 40, 39]",Successful,355
1.0,"[0, 16, 22, 21, 20, 27, 35, 35, 31, 45, 49, 50]",Successful,371
0.8,"[0, 12, 18, 16, 15, 21, 25, 29, 27, 35, 41, 38]",Successful,357
1.4,"[0, 6, 13, 14, 9, 19, 27, 30, 24, 41, 47, 45]",Acceptable,422
1.0,"[0, 15, 22, 21, 20, 25, 31, 31, 32, 39, 47, 43]",Successful,378
1.4,"[0, 10, 16, 16, 14, 22, 30, 29, 30, 40, 46, 44]",Acceptable,410
0.8,"[0, 11, 19, 16, 15, 22, 28, 30, 27, 39, 45, 41]",Successful,345
1.0,"[0, 7, 13, 15, 12, 19, 23, 27, 27, 37, 43, 40]",Successful,370
1.4,"[0, 17, 25, 24, 22, 30, 34, 40, 37, 48, 54, 50]",Failed,434
1.0,"[0, 16, 22, 21, 20, 26, 31, 34, 33, 43, 49, 46]",Successful,368
1.0,"[0, 13, 21, 18, 18, 25, 30, 33, 31, 39, 47, 41]",Successful,370
1.0,"[0, 15, 19, 21, 20, 26, 31, 34, 31, 41, 47, 45]",Acceptable,396
1.4,"[0, 17, 26, 24, 21, 31, 39, 38, 39, 48, 56, 53]",Failed,449
0.8,"[0, 15, 23, 19, 19, 27, 33, 36, 32, 46, 53, 51]",Successful,348
0.8,"[0, 17, 22, 21, 21, 25, 32, 33, 31, 40, 46, 44]",Successful,366
1.0,"[0, 10, 16, 17, 14, 21, 28, 29, 26, 38, 44, 42]",Successful,383
0.8,"[0, 10, 18, 16, 13, 23, 30, 31, 29, 36, 40, 41]",Successful,342
1.2,"[0, 13, 20, 21, 18, 26, 33, 33, 33, 39, 43, 44]",Acceptable,408
1.4,"[0, 13, 20, 17, 19, 24, 30, 35, 30, 46, 50, 52]",Acceptable,417
0.8,"[0, 9, 15, 17, 12, 19, 26, 28, 25, 34, 38, 38]",Successful,325
1.0,"[0, 7, 12, 13, 10, 18, 24, 25, 22, 32, 37, 38]",Successful,361
0.8,"[0, 6, 13, 12, 10, 18, 23, 27, 24, 35, 38, 40]",Successful,370
1.4,"[0, 12, 18, 21, 17, 26, 34, 37, 33, 42, 48, 45]",Acceptable,407
1.0,"[0, 15, 20, 24, 21, 29, 35, 35, 33, 44, 49, 49]",Acceptable,391
1.0,"[0, 12, 18, 18, 14, 23, 28, 30, 29, 38, 42, 41]",Successful,358
1.4,"[0, 17, 24, 25, 22, 30, 39, 36, 34, 49, 54, 55]",Failed,435
1.2,"[0, 13, 20, 19, 18, 25, 29, 31, 29, 41, 47, 45]",Successful,377
1.4,"[0, 15, 22, 22, 19, 27, 34, 34, 34, 43, 51, 49]",Failed,432
1.2,"[0, 15, 24, 21, 19, 29, 37, 37, 36, 46, 53, 50]",Acceptable,414
1.4,"[0, 17, 25, 21, 21, 31, 40, 42, 35, 51, 59, 56]",Failed,438
1.2,"[0, 14, 20, 20, 18, 24, 31, 30, 28, 36, 43, 39]",Successful,386
1.4,"[0, 16, 24, 24, 21, 28, 33, 38, 35, 47, 51, 53]",Failed,438
1.2,"[0, 13, 20, 17, 17, 24, 32, 31, 31, 39, 47, 44]",Acceptable,415
0.8,"[0, 14, 20, 18, 18, 25, 31, 34, 30, 41, 46, 44]",Successful,356
1.4,"[0, 9, 16, 13, 13, 21, 26, 29, 25, 37, 45, 43]",Acceptable,405
1.4,"[0, 16, 22, 24, 20, 28, 35, 37, 35, 47, 54, 52]",Acceptable,406
1.0,"[0, 7, 15, 12, 10, 20, 28, 29, 27, 40, 44, 45]",Successful,377
1.0,"[0, 8, 13, 14, 12, 19, 25, 26, 25, 35, 41, 38]",Successful,365
1.2,"[0, 12, 17, 20, 18, 25, 29, 35, 30, 45, 50, 50]",Acceptable,413
1.2,"[0, 8, 13, 16, 12, 21, 28, 27, 25, 35, 40, 38]",Acceptable,402
1.4,"[0, 16, 20, 20, 21, 25, 31, 35, 31, 44, 51, 49]",Failed,429
0.8,"[0, 14, 18, 20, 19, 24, 32, 34, 29, 39, 43, 42]",Successful,327
1.2,"[0, 14, 21, 21, 16, 24, 32, 35, 30, 45, 50, 49]",Acceptable,400
1.4,"[0, 7, 13, 14, 12, 19, 26, 30, 26, 40, 48, 46]",Failed,431
1.2,"[0, 9, 14, 15, 14, 20, 27, 30, 29, 40, 47, 46]",Successful,387
0.8,"[0, 15, 21, 18, 18, 25, 31, 32, 29, 38, 44, 43]",Successful,359
1.0,"[0, 9, 17, 15, 13, 19, 24, 27, 25, 36, 41, 40]",Acceptable,392
1.0,"[0, 9, 15, 13, 13, 19, 27, 29, 25, 39, 44, 44]",Successful,365
1.2,"[0, 15, 21, 20, 18, 25, 34, 32, 32, 41, 49, 46]",Acceptable,414
1.0,"[0, 11, 19, 15, 14, 23, 27, 32, 31, 40, 46, 43]",Acceptable,398
1.2,"[0, 12, 20, 20, 17, 24, 31, 32, 30, 40, 47, 44]",Successful,368
0.8,"[0, 8, 15, 13, 13, 18, 25, 24, 24, 32, 40, 36]",Successful,344
1.2,"[0, 14, 23, 18, 19, 27, 33, 34, 34, 42, 47, 47]",Acceptable,399
1.2,"[0, 16, 22, 21, 20, 26, 34, 34, 33, 44, 50, 47]",Acceptable,404
1.0,"[0, 13, 19, 19, 18, 24, 31, 33, 29, 43, 49, 46]",Successful,373
0.8,"[0, 15, 19, 21, 19, 25, 30, 31, 28, 41, 45, 43]",Successful,367
1.4,"[0, 13, 18, 18, 17, 23, 29, 30, 30, 41, 47, 44]",Acceptable,422
1.2,"[0, 10, 17, 17, 15, 21, 28, 32, 27, 39, 47, 42]",Acceptable,416
1.4,"[0, 11, 17, 19, 17, 24, 30, 36, 32, 44, 49, 49]",Failed,440
1.0,"[0, 11, 17, 19, 14, 23, 27, 33, 30, 38, 44, 42]",Successful,381
0.8,"[0, 11, 16, 16, 14, 20, 25, 26, 26, 31, 35, 35]",Successful,327
0.8,"[0, 12, 18, 17, 16, 22, 27, 28, 25, 38, 44, 42]",Successful,345
0.8,"[0, 9, 13, 14, 13, 18, 25, 25, 25, 31, 38, 34]",Successful,339
1.2,"[0, 14, 20, 21, 16, 26, 32, 32, 32, 43, 50, 48]",Acceptable,395
1.2,"[0, 12, 17, 18, 15, 22, 27, 28, 30, 40, 47, 45]",Acceptable,409
1.0,"[0, 17, 24, 22, 20, 29, 36, 35, 38, 46, 52, 50]",Successful,383
1.4,"[0, 17, 25, 23, 21, 31, 36, 37, 40, 50, 54, 56]",Failed,427
1.2,"[0, 13, 21, 19, 17, 26, 33, 33, 34, 44, 52, 47]",Acceptable,393
1.2,"[0, 9, 16, 16, 13, 21, 26, 29, 25, 36, 44, 41]",Acceptable,391
0.8,"[0, 10, 14, 14, 14, 18, 26, 27, 23, 37, 42, 40]",Successful,338
1.2,"[0, 14, 20, 21, 17, 25, 31, 32, 30, 39, 43, 44]",Successful,378
0.8,"[0, 9, 14, 15, 12, 18, 25, 27, 23, 36, 41, 41]",Successful,361
1.2,"[0, 14, 21, 19, 18, 25, 32, 35, 30, 46, 51, 50]",Failed,437
0.8,"[0, 11, 17, 15, 14, 20, 25, 28, 25, 33, 39, 37]",Successful,366
0.8,"[0, 12, 19, 19, 17, 22, 26, 30, 28, 35, 39, 40]",Successful,337
1.0,"[0, 17, 23, 24, 20, 28, 36, 36, 33, 44, 52, 48]",Successful,354
0.8,"[0, 12, 18, 20, 15, 26, 30, 32, 30, 40, 46, 43]",Successful,367
1.2,"[0, 15, 22, 22, 19, 27, 34, 34, 32, 45, 51, 50]",Acceptable,405
1.2,"[0, 11, 15, 15, 15, 18, 24, 28, 25, 34, 40, 39]",Acceptable,401
1.0,"[0, 13, 20, 21, 16, 25, 31, 30, 32, 40, 45, 44]",Successful,378
1.0,"[0, 11, 18, 19, 15, 21, 27, 29, 27, 40, 47, 43]",Successful,378
1.4,"[0, 16, 23, 24, 19, 30, 34, 39, 35, 49, 53, 53]",Acceptable,424
1.4,"[0, 15, 22, 20, 20, 28, 36, 36, 33, 47, 55, 50]",Failed,436
1.4,"[0, 16, 23, 24, 22, 29, 35, 38, 37, 47, 54, 53]",Acceptable,416
1.2,"[0, 16, 22, 22, 20, 26, 33, 34, 34, 44, 50, 47]",Successful,368
0.8,"[0, 8, 12, 12, 11, 16, 22, 26, 23, 32, 38, 35]",Successful,335
1.0,"[0, 10, 16, 17, 15, 21, 25, 31, 26, 36, 42, 41]",Successful,369
0.8,"[0, 10, 18, 17, 14, 23, 30, 30, 28, 38, 43, 43]",Successful,366
1.0,"[0, 13, 20, 18, 18, 24, 27, 35, 29, 41, 48, 45]",Successful,367
1.4,"[0, 16, 24, 21, 21, 30, 38, 41, 37, 48, 55, 53]",Acceptable,393
1.4,"[0, 10, 16, 18, 15, 23, 30, 32, 31, 41, 48, 46]",Acceptable,416
1.0,"[0, 12, 21, 17, 16, 26, 33, 32, 30, 43, 50, 46]",Successful,352
0.8,"[0, 13, 18, 17, 16, 23, 29, 29, 31, 39, 43, 43]",Successful,369
1.2,"[0, 13, 21, 21, 18, 27, 35, 37, 32, 47, 53, 52]",Acceptable,412
0.8,"[0, 7, 12, 11, 10, 16, 24, 26, 24, 37, 44, 41]",Successful,363
1.2,"[0, 15, 19, 21, 21, 26, 33, 34, 31, 44, 49, 47]",Acceptable,426
0.8,"[0, 13, 18, 17, 17, 21, 27, 28, 26, 35, 40, 39]",Successful,354
1.4,"[0, 9, 17, 14, 14, 23, 29, 35, 28, 44, 52, 49]",Failed,427
0.8,"[0, 16, 21, 22, 20, 25, 29, 31, 30, 37, 42, 41]",Successful,346
0.8,"[0, 10, 14, 17, 13, 19, 24, 26, 22, 33, 39, 37]",Successful,361
1.0,"[0, 14, 21, 20, 18, 25, 33, 32, 32, 41, 46, 45]",Successful,386
1.4,"[0, 17, 22, 24, 19, 29, 37, 33, 36, 46, 52, 51]",Acceptable,421
0.8,"[0, 7, 11, 12, 11, 15, 19, 23, 19, 33, 37, 37]",Acceptable,411
1.4,"[0, 16, 25, 24, 21, 28, 34, 38, 37, 48, 53, 53]",Acceptable,419
0.8,"[0, 10, 14, 17, 13, 20, 27, 27, 24, 35, 39, 38]",Successful,331
